display_name,family,style,font_type,serif_class,japanese_class,weight,latex_name,latex_cmd,is_japanese,note,file_path
Junicode SmBold Italic,Junicode,SmBold Italic,OpenType (OTF),等幅（Monospace）,,ExtraBold（超太）,Junicode,\setmainfont{Junicode},,Italic / 別名: Junicode SmBold,C:/texlive/2026/texmf-dist/fonts/opentype/public/junicode/Junicode-SmBoldItalic.otf
Junicode SmCond,Junicode,SmCond,OpenType (OTF),等幅（Monospace）,,Light（細）,Junicode,\setmainfont{Junicode},,別名: Junicode SmCond,C:/texlive/2026/texmf-dist/fonts/opentype/public/junicode/Junicode-SmCond.otf
Junicode SmCond Italic,Junicode,SmCond Italic,OpenType (OTF),等幅（Monospace）,,Light（細）,Junicode,\setmainfont{Junicode},,Italic / 別名: Junicode SmCond,C:/texlive/2026/texmf-dist/fonts/opentype/public/junicode/Junicode-SmCondItalic.otf
Junicode SmCond Light,Junicode,SmCond Light,OpenType (OTF),等幅（Monospace）,,ExtraLight（超細）,Junicode,\setmainfont{Junicode},,別名: Junicode SmCond Light,C:/texlive/2026/texmf-dist/fonts/opentype/public/junicode/Junicode-SmCondLight.otf
Junicode SmCond Light Italic,Junicode,SmCond Light Italic,OpenType (OTF),等幅（Monospace）,,ExtraLight（超細）,Junicode,\setmainfont{Junicode},,Italic / 別名: Junicode SmCond Light,C:/texlive/2026/texmf-dist/fonts/opentype/public/junicode/Junicode-SmCondLightItalic.otf
Junicode SmCond Medium,Junicode,SmCond Medium,OpenType (OTF),等幅（Monospace）,,Book（ブック）,Junicode,\setmainfont{Junicode},,別名: Junicode SmCond Medium,C:/texlive/2026/texmf-dist/fonts/opentype/public/junicode/Junicode-SmCondMedium.otf
Junicode SmCond Medium Italic,Junicode,SmCond Medium Italic,OpenType (OTF),等幅（Monospace）,,Book（ブック）,Junicode,\setmainfont{Junicode},,Italic / 別名: Junicode SmCond Medium,C:/texlive/2026/texmf-dist/fonts/opentype/public/junicode/Junicode-SmCondMediumItalic.otf
Junicode SmExp,Junicode,SmExp,OpenType (OTF),等幅（Monospace）,,Light（細）,Junicode,\setmainfont{Junicode},,別名: Junicode SmExp,C:/texlive/2026/texmf-dist/fonts/opentype/public/junicode/Junicode-SmExp.otf
Junicode SmExp Bold,Junicode,SmExp Bold,OpenType (OTF),等幅（Monospace）,,Black（極太）,Junicode,\setmainfont{Junicode},,別名: Junicode SmExp,C:/texlive/2026/texmf-dist/fonts/opentype/public/junicode/Junicode-SmExpBold.otf
Junicode SmExp Bold Italic,Junicode,SmExp Bold Italic,OpenType (OTF),等幅（Monospace）,,Black（極太）,Junicode,\setmainfont{Junicode},,Italic / 別名: Junicode SmExp,C:/texlive/2026/texmf-dist/fonts/opentype/public/junicode/Junicode-SmExpBoldItalic.otf
Junicode SmExp Italic,Junicode,SmExp Italic,OpenType (OTF),等幅（Monospace）,,Light（細）,Junicode,\setmainfont{Junicode},,Italic / 別名: Junicode SmExp,C:/texlive/2026/texmf-dist/fonts/opentype/public/junicode/Junicode-SmExpItalic.otf
Junicode SmExp Medium,Junicode,SmExp Medium,OpenType (OTF),等幅（Monospace）,,Book（ブック）,Junicode,\setmainfont{Junicode},,別名: Junicode SmExp Medium,C:/texlive/2026/texmf-dist/fonts/opentype/public/junicode/Junicode-SmExpMedium.otf
Junicode SmExp Medium Italic,Junicode,SmExp Medium Italic,OpenType (OTF),等幅（Monospace）,,Book（ブック）,Junicode,\setmainfont{Junicode},,Italic / 別名: Junicode SmExp Medium,C:/texlive/2026/texmf-dist/fonts/opentype/public/junicode/Junicode-SmExpMediumItalic.otf
Junicode SmExp SmBold,Junicode,SmExp SmBold,OpenType (OTF),等幅（Monospace）,,ExtraBold（超太）,Junicode,\setmainfont{Junicode},,別名: Junicode SmExp SmBold,C:/texlive/2026/texmf-dist/fonts/opentype/public/junicode/Junicode-SmExpSmBold.otf
Junicode SmExp SmBold Italic,Junicode,SmExp SmBold Italic,OpenType (OTF),等幅（Monospace）,,ExtraBold（超太）,Junicode,\setmainfont{Junicode},,Italic / 別名: Junicode SmExp SmBold,C:/texlive/2026/texmf-dist/fonts/opentype/public/junicode/Junicode-SmExpSmBoldItalic.otf
Junicode VF,Junicode VF,,TrueType (TTF),等幅（Monospace）,,Regular（標準）,Junicode VF,\setmainfont{Junicode VF},,Italic,C:/texlive/2026/texmf-dist/fonts/truetype/public/junicodevf/JunicodeVF-Italic.ttf
Junicode VF,Junicode VF,,TrueType (TTF),等幅（Monospace）,,Regular（標準）,Junicode VF,\setmainfont{Junicode VF},,,C:/texlive/2026/texmf-dist/fonts/truetype/public/junicodevf/JunicodeVF-Roman.ttf
Junicode VF Bold,Junicode VF,Bold,TrueType (TTF),等幅（Monospace）,,Black（極太）,Junicode VF,\setmainfont{Junicode VF},,,C:/texlive/2026/texmf-dist/fonts/truetype/public/junicodevf/JunicodeVF-Roman.ttf
Junicode VF Bold Italic,Junicode VF,Bold Italic,TrueType (TTF),等幅（Monospace）,,Black（極太）,Junicode VF,\setmainfont{Junicode VF},,Italic,C:/texlive/2026/texmf-dist/fonts/truetype/public/junicodevf/JunicodeVF-Italic.ttf
Junicode VF Cond,Junicode VF,Cond,TrueType (TTF),等幅（Monospace）,,Light（細）,Junicode VF,\setmainfont{Junicode VF},,,C:/texlive/2026/texmf-dist/fonts/truetype/public/junicodevf/JunicodeVF-Roman.ttf
Junicode VF Cond Italic,Junicode VF,Cond Italic,TrueType (TTF),等幅（Monospace）,,Light（細）,Junicode VF,\setmainfont{Junicode VF},,Italic,C:/texlive/2026/texmf-dist/fonts/truetype/public/junicodevf/JunicodeVF-Italic.ttf
Junicode VF Cond Light,Junicode VF,Cond Light,TrueType (TTF),等幅（Monospace）,,ExtraLight（超細）,Junicode VF,\setmainfont{Junicode VF},,,C:/texlive/2026/texmf-dist/fonts/truetype/public/junicodevf/JunicodeVF-Roman.ttf
Junicode VF Cond Light Italic,Junicode VF,Cond Light Italic,TrueType (TTF),等幅（Monospace）,,ExtraLight（超細）,Junicode VF,\setmainfont{Junicode VF},,Italic,C:/texlive/2026/texmf-dist/fonts/truetype/public/junicodevf/JunicodeVF-Italic.ttf
Junicode VF Cond Medium,Junicode VF,Cond Medium,TrueType (TTF),等幅（Monospace）,,Book（ブック）,Junicode VF,\setmainfont{Junicode VF},,,C:/texlive/2026/texmf-dist/fonts/truetype/public/junicodevf/JunicodeVF-Roman.ttf
Junicode VF Cond Medium Italic,Junicode VF,Cond Medium Italic,TrueType (TTF),等幅（Monospace）,,Book（ブック）,Junicode VF,\setmainfont{Junicode VF},,Italic,C:/texlive/2026/texmf-dist/fonts/truetype/public/junicodevf/JunicodeVF-Italic.ttf
Junicode VF Exp,Junicode VF,Exp,TrueType (TTF),等幅（Monospace）,,Light（細）,Junicode VF,\setmainfont{Junicode VF},,,C:/texlive/2026/texmf-dist/fonts/truetype/public/junicodevf/JunicodeVF-Roman.ttf
Junicode VF Exp Bold,Junicode VF,Exp Bold,TrueType (TTF),等幅（Monospace）,,Black（極太）,Junicode VF,\setmainfont{Junicode VF},,,C:/texlive/2026/texmf-dist/fonts/truetype/public/junicodevf/JunicodeVF-Roman.ttf
Junicode VF Exp Bold Italic,Junicode VF,Exp Bold Italic,TrueType (TTF),等幅（Monospace）,,Black（極太）,Junicode VF,\setmainfont{Junicode VF},,Italic,C:/texlive/2026/texmf-dist/fonts/truetype/public/junicodevf/JunicodeVF-Italic.ttf
Junicode VF Exp Italic,Junicode VF,Exp Italic,TrueType (TTF),等幅（Monospace）,,Light（細）,Junicode VF,\setmainfont{Junicode VF},,Italic,C:/texlive/2026/texmf-dist/fonts/truetype/public/junicodevf/JunicodeVF-Italic.ttf
Junicode VF Exp Medium,Junicode VF,Exp Medium,TrueType (TTF),等幅（Monospace）,,Book（ブック）,Junicode VF,\setmainfont{Junicode VF},,,C:/texlive/2026/texmf-dist/fonts/truetype/public/junicodevf/JunicodeVF-Roman.ttf
Junicode VF Exp Medium Italic,Junicode VF,Exp Medium Italic,TrueType (TTF),等幅（Monospace）,,Book（ブック）,Junicode VF,\setmainfont{Junicode VF},,Italic,C:/texlive/2026/texmf-dist/fonts/truetype/public/junicodevf/JunicodeVF-Italic.ttf
Junicode VF Exp SmBold,Junicode VF,Exp SmBold,TrueType (TTF),等幅（Monospace）,,ExtraBold（超太）,Junicode VF,\setmainfont{Junicode VF},,,C:/texlive/2026/texmf-dist/fonts/truetype/public/junicodevf/JunicodeVF-Roman.ttf
Junicode VF Exp SmBold Italic,Junicode VF,Exp SmBold Italic,TrueType (TTF),等幅（Monospace）,,ExtraBold（超太）,Junicode VF,\setmainfont{Junicode VF},,Italic,C:/texlive/2026/texmf-dist/fonts/truetype/public/junicodevf/JunicodeVF-Italic.ttf
Junicode VF Italic,Junicode VF,Italic,TrueType (TTF),等幅（Monospace）,,Light（細）,Junicode VF,\setmainfont{Junicode VF},,Italic,C:/texlive/2026/texmf-dist/fonts/truetype/public/junicodevf/JunicodeVF-Italic.ttf
Junicode VF Light,Junicode VF,Light,TrueType (TTF),等幅（Monospace）,,ExtraLight（超細）,Junicode VF,\setmainfont{Junicode VF},,,C:/texlive/2026/texmf-dist/fonts/truetype/public/junicodevf/JunicodeVF-Roman.ttf
Junicode VF Light Italic,Junicode VF,Light Italic,TrueType (TTF),等幅（Monospace）,,ExtraLight（超細）,Junicode VF,\setmainfont{Junicode VF},,Italic,C:/texlive/2026/texmf-dist/fonts/truetype/public/junicodevf/JunicodeVF-Italic.ttf
Junicode VF Medium,Junicode VF,Medium,TrueType (TTF),等幅（Monospace）,,Book（ブック）,Junicode VF,\setmainfont{Junicode VF},,,C:/texlive/2026/texmf-dist/fonts/truetype/public/junicodevf/JunicodeVF-Roman.ttf
Junicode VF Medium Italic,Junicode VF,Medium Italic,TrueType (TTF),等幅（Monospace）,,Book（ブック）,Junicode VF,\setmainfont{Junicode VF},,Italic,C:/texlive/2026/texmf-dist/fonts/truetype/public/junicodevf/JunicodeVF-Italic.ttf
Junicode VF,Junicode VF,Regular,TrueType (TTF),等幅（Monospace）,,Light（細）,Junicode VF,\setmainfont{Junicode VF},,,C:/texlive/2026/texmf-dist/fonts/truetype/public/junicodevf/JunicodeVF-Roman.ttf
Junicode VF SmBold,Junicode VF,SmBold,TrueType (TTF),等幅（Monospace）,,ExtraBold（超太）,Junicode VF,\setmainfont{Junicode VF},,,C:/texlive/2026/texmf-dist/fonts/truetype/public/junicodevf/JunicodeVF-Roman.ttf
Junicode VF SmBold Italic,Junicode VF,SmBold Italic,TrueType (TTF),等幅（Monospace）,,ExtraBold（超太）,Junicode VF,\setmainfont{Junicode VF},,Italic,C:/texlive/2026/texmf-dist/fonts/truetype/public/junicodevf/JunicodeVF-Italic.ttf
Junicode VF SmCond,Junicode VF,SmCond,TrueType (TTF),等幅（Monospace）,,Light（細）,Junicode VF,\setmainfont{Junicode VF},,,C:/texlive/2026/texmf-dist/fonts/truetype/public/junicodevf/JunicodeVF-Roman.ttf
Junicode VF SmCond Italic,Junicode VF,SmCond Italic,TrueType (TTF),等幅（Monospace）,,Light（細）,Junicode VF,\setmainfont{Junicode VF},,Italic,C:/texlive/2026/texmf-dist/fonts/truetype/public/junicodevf/JunicodeVF-Italic.ttf
Junicode VF SmCond Light,Junicode VF,SmCond Light,TrueType (TTF),等幅（Monospace）,,ExtraLight（超細）,Junicode VF,\setmainfont{Junicode VF},,,C:/texlive/2026/texmf-dist/fonts/truetype/public/junicodevf/JunicodeVF-Roman.ttf
Junicode VF SmCond Light Italic,Junicode VF,SmCond Light Italic,TrueType (TTF),等幅（Monospace）,,ExtraLight（超細）,Junicode VF,\setmainfont{Junicode VF},,Italic,C:/texlive/2026/texmf-dist/fonts/truetype/public/junicodevf/JunicodeVF-Italic.ttf
Junicode VF SmCond Medium,Junicode VF,SmCond Medium,TrueType (TTF),等幅（Monospace）,,Book（ブック）,Junicode VF,\setmainfont{Junicode VF},,,C:/texlive/2026/texmf-dist/fonts/truetype/public/junicodevf/JunicodeVF-Roman.ttf
Junicode VF SmCond Medium Italic,Junicode VF,SmCond Medium Italic,TrueType (TTF),等幅（Monospace）,,Book（ブック）,Junicode VF,\setmainfont{Junicode VF},,Italic,C:/texlive/2026/texmf-dist/fonts/truetype/public/junicodevf/JunicodeVF-Italic.ttf
Junicode VF SmExp,Junicode VF,SmExp,TrueType (TTF),等幅（Monospace）,,Light（細）,Junicode VF,\setmainfont{Junicode VF},,,C:/texlive/2026/texmf-dist/fonts/truetype/public/junicodevf/JunicodeVF-Roman.ttf
Junicode VF SmExp Bold,Junicode VF,SmExp Bold,TrueType (TTF),等幅（Monospace）,,Black（極太）,Junicode VF,\setmainfont{Junicode VF},,,C:/texlive/2026/texmf-dist/fonts/truetype/public/junicodevf/JunicodeVF-Roman.ttf
Junicode VF SmExp Bold Italic,Junicode VF,SmExp Bold Italic,TrueType (TTF),等幅（Monospace）,,Black（極太）,Junicode VF,\setmainfont{Junicode VF},,Italic,C:/texlive/2026/texmf-dist/fonts/truetype/public/junicodevf/JunicodeVF-Italic.ttf
Junicode VF SmExp Italic,Junicode VF,SmExp Italic,TrueType (TTF),等幅（Monospace）,,Light（細）,Junicode VF,\setmainfont{Junicode VF},,Italic,C:/texlive/2026/texmf-dist/fonts/truetype/public/junicodevf/JunicodeVF-Italic.ttf
Junicode VF SmExp Medium,Junicode VF,SmExp Medium,TrueType (TTF),等幅（Monospace）,,Book（ブック）,Junicode VF,\setmainfont{Junicode VF},,,C:/texlive/2026/texmf-dist/fonts/truetype/public/junicodevf/JunicodeVF-Roman.ttf
Junicode VF SmExp Medium Italic,Junicode VF,SmExp Medium Italic,TrueType (TTF),等幅（Monospace）,,Book（ブック）,Junicode VF,\setmainfont{Junicode VF},,Italic,C:/texlive/2026/texmf-dist/fonts/truetype/public/junicodevf/JunicodeVF-Italic.ttf
Junicode VF SmExp SmBold,Junicode VF,SmExp SmBold,TrueType (TTF),等幅（Monospace）,,ExtraBold（超太）,Junicode VF,\setmainfont{Junicode VF},,,C:/texlive/2026/texmf-dist/fonts/truetype/public/junicodevf/JunicodeVF-Roman.ttf
Junicode VF SmExp SmBold Italic,Junicode VF,SmExp SmBold Italic,TrueType (TTF),等幅（Monospace）,,ExtraBold（超太）,Junicode VF,\setmainfont{Junicode VF},,Italic,C:/texlive/2026/texmf-dist/fonts/truetype/public/junicodevf/JunicodeVF-Italic.ttf
KpMono Bold,KpMono,Bold,OpenType (OTF),等幅（Monospace）,,Black（極太）,KpMono,\setmainfont{KpMono},,,C:/texlive/2026/texmf-dist/fonts/opentype/public/kpfonts-otf/KpMono-Bold.otf
KpMono BoldItalic,KpMono,BoldItalic,OpenType (OTF),等幅（Monospace）,,Black（極太）,KpMono,\setmainfont{KpMono},,Italic,C:/texlive/2026/texmf-dist/fonts/opentype/public/kpfonts-otf/KpMono-BoldItalic.otf
KpMono Italic,KpMono,Italic,OpenType (OTF),等幅（Monospace）,,Light（細）,KpMono,\setmainfont{KpMono},,Italic,C:/texlive/2026/texmf-dist/fonts/opentype/public/kpfonts-otf/KpMono-Italic.otf
KpMono,KpMono,Regular,OpenType (OTF),等幅（Monospace）,,Light（細）,KpMono,\setmainfont{KpMono},,,C:/texlive/2026/texmf-dist/fonts/opentype/public/kpfonts-otf/KpMono-Regular.otf
Latin Modern Mono 10 Italic,Latin Modern Mono,10 Italic,OpenType (OTF),等幅（Monospace）,,Light（細）,Latin Modern Mono,\setmainfont{Latin Modern Mono},,Italic / 別名: LM Mono 10,C:/texlive/2026/texmf-dist/fonts/opentype/public/lm/lmmono10-italic.otf
Latin Modern Mono 10 Regular,Latin Modern Mono,10 Regular,OpenType (OTF),等幅（Monospace）,,Light（細）,Latin Modern Mono,\setmainfont{Latin Modern Mono},,別名: LM Mono 10,C:/texlive/2026/texmf-dist/fonts/opentype/public/lm/lmmono10-regular.otf
Latin Modern Mono 12 Regular,Latin Modern Mono,12 Regular,OpenType (OTF),等幅（Monospace）,,Light（細）,Latin Modern Mono,\setmainfont{Latin Modern Mono},,別名: LM Mono 12,C:/texlive/2026/texmf-dist/fonts/opentype/public/lm/lmmono12-regular.otf
Latin Modern Mono 8 Regular,Latin Modern Mono,8 Regular,OpenType (OTF),等幅（Monospace）,,Light（細）,Latin Modern Mono,\setmainfont{Latin Modern Mono},,別名: LM Mono 8,C:/texlive/2026/texmf-dist/fonts/opentype/public/lm/lmmono8-regular.otf
Latin Modern Mono 9 Regular,Latin Modern Mono,9 Regular,OpenType (OTF),等幅（Monospace）,,Light（細）,Latin Modern Mono,\setmainfont{Latin Modern Mono},,別名: LM Mono 9,C:/texlive/2026/texmf-dist/fonts/opentype/public/lm/lmmono9-regular.otf
Latin Modern Mono Caps 10 Oblique,Latin Modern Mono Caps,10 Oblique,OpenType (OTF),等幅（Monospace）,,Light（細）,Latin Modern Mono Caps,\setmainfont{Latin Modern Mono Caps},,Oblique / 別名: LM Mono Caps 10,C:/texlive/2026/texmf-dist/fonts/opentype/public/lm/lmmonocaps10-oblique.otf
Latin Modern Mono Caps 10 Regular,Latin Modern Mono Caps,10 Regular,OpenType (OTF),等幅（Monospace）,,Light（細）,Latin Modern Mono Caps,\setmainfont{Latin Modern Mono Caps},,別名: LM Mono Caps 10,C:/texlive/2026/texmf-dist/fonts/opentype/public/lm/lmmonocaps10-regular.otf
Latin Modern Mono Light 10 Bold,Latin Modern Mono Light,10 Bold,OpenType (OTF),等幅（Monospace）,,Black（極太）,Latin Modern Mono Light,\setmainfont{Latin Modern Mono Light},,別名: LM Mono Light 10,C:/texlive/2026/texmf-dist/fonts/opentype/public/lm/lmmonolt10-bold.otf
Latin Modern Mono Light 10 Bold Oblique,Latin Modern Mono Light,10 Bold Oblique,OpenType (OTF),等幅（Monospace）,,Black（極太）,Latin Modern Mono Light,\setmainfont{Latin Modern Mono Light},,Oblique / 別名: LM Mono Light 10,C:/texlive/2026/texmf-dist/fonts/opentype/public/lm/lmmonolt10-boldoblique.otf
Latin Modern Mono Light 10 Oblique,Latin Modern Mono Light,10 Oblique,OpenType (OTF),等幅（Monospace）,,Light（細）,Latin Modern Mono Light,\setmainfont{Latin Modern Mono Light},,Oblique / 別名: LM Mono Light 10,C:/texlive/2026/texmf-dist/fonts/opentype/public/lm/lmmonolt10-oblique.otf
Latin Modern Mono Light 10 Regular,Latin Modern Mono Light,10 Regular,OpenType (OTF),等幅（Monospace）,,Light（細）,Latin Modern Mono Light,\setmainfont{Latin Modern Mono Light},,別名: LM Mono Light 10,C:/texlive/2026/texmf-dist/fonts/opentype/public/lm/lmmonolt10-regular.otf
Latin Modern Mono Light Cond 10 Oblique,Latin Modern Mono Light Cond,10 Oblique,OpenType (OTF),等幅（Monospace）,,Light（細）,Latin Modern Mono Light Cond,\setmainfont{Latin Modern Mono Light Cond},,Oblique / 別名: LM Mono Light Cond 10,C:/texlive/2026/texmf-dist/fonts/opentype/public/lm/lmmonoltcond10-oblique.otf
Latin Modern Mono Light Cond 10 Regular,Latin Modern Mono Light Cond,10 Regular,OpenType (OTF),等幅（Monospace）,,Light（細）,Latin Modern Mono Light Cond,\setmainfont{Latin Modern Mono Light Cond},,別名: LM Mono Light Cond 10,C:/texlive/2026/texmf-dist/fonts/opentype/public/lm/lmmonoltcond10-regular.otf
Latin Modern Mono Prop 10 Oblique,Latin Modern Mono Prop,10 Oblique,OpenType (OTF),等幅（Monospace）,,Light（細）,Latin Modern Mono Prop,\setmainfont{Latin Modern Mono Prop},,Oblique / 別名: LM Mono Prop 10,C:/texlive/2026/texmf-dist/fonts/opentype/public/lm/lmmonoprop10-oblique.otf
Latin Modern Mono Prop 10 Regular,Latin Modern Mono Prop,10 Regular,OpenType (OTF),等幅（Monospace）,,Light（細）,Latin Modern Mono Prop,\setmainfont{Latin Modern Mono Prop},,別名: LM Mono Prop 10,C:/texlive/2026/texmf-dist/fonts/opentype/public/lm/lmmonoprop10-regular.otf
Latin Modern Mono Prop Light 10 Bold,Latin Modern Mono Prop Light,10 Bold,OpenType (OTF),等幅（Monospace）,,Black（極太）,Latin Modern Mono Prop Light,\setmainfont{Latin Modern Mono Prop Light},,別名: LM Mono Prop Light 10,C:/texlive/2026/texmf-dist/fonts/opentype/public/lm/lmmonoproplt10-bold.otf
Latin Modern Mono Prop Light 10 BoldOblique,Latin Modern Mono Prop Light,10 BoldOblique,OpenType (OTF),等幅（Monospace）,,Black（極太）,Latin Modern Mono Prop Light,\setmainfont{Latin Modern Mono Prop Light},,Oblique / 別名: LM Mono Prop Light 10,C:/texlive/2026/texmf-dist/fonts/opentype/public/lm/lmmonoproplt10-boldoblique.otf
Latin Modern Mono Prop Light 10 Oblique,Latin Modern Mono Prop Light,10 Oblique,OpenType (OTF),等幅（Monospace）,,Light（細）,Latin Modern Mono Prop Light,\setmainfont{Latin Modern Mono Prop Light},,Oblique / 別名: LM Mono Prop Light 10,C:/texlive/2026/texmf-dist/fonts/opentype/public/lm/lmmonoproplt10-oblique.otf
Latin Modern Mono Prop Light 10 Regular,Latin Modern Mono Prop Light,10 Regular,OpenType (OTF),等幅（Monospace）,,Light（細）,Latin Modern Mono Prop Light,\setmainfont{Latin Modern Mono Prop Light},,別名: LM Mono Prop Light 10,C:/texlive/2026/texmf-dist/fonts/opentype/public/lm/lmmonoproplt10-regular.otf
Latin Modern Mono Slanted 10 Regular,Latin Modern Mono Slanted,10 Regular,OpenType (OTF),等幅（Monospace）,,Light（細）,Latin Modern Mono Slanted,\setmainfont{Latin Modern Mono Slanted},,別名: LM Mono Slanted 10,C:/texlive/2026/texmf-dist/fonts/opentype/public/lm/lmmonoslant10-regular.otf
Latin Modern Typewriter Regular 10,Latin Modern Typewriter,Regular 10,TrueType (TTF),等幅（Monospace）,,Light（細）,Latin Modern Typewriter,\setmainfont{Latin Modern Typewriter},,別名: LMTypewriter10 Regular,C:/texlive/2026/texmf-dist/fonts/truetype/public/context/lmtypewriter10-regular.ttf
Libertinus Mono,Libertinus Mono,Regular,OpenType (OTF),等幅（Monospace）,,Light（細）,Libertinus Mono,\setmainfont{Libertinus Mono},,,C:/texlive/2026/texmf-dist/fonts/opentype/public/libertinus-fonts/LibertinusMono-Regular.otf
Linux Libertine Mono O Mono,Linux Libertine Mono O,Mono,OpenType (OTF),等幅（Monospace）,,Light（細）,Linux Libertine Mono O,\setmainfont{Linux Libertine Mono O},,Italic,C:/texlive/2026/texmf-dist/fonts/opentype/public/libertine/LinLibertine_MO.otf
Linux Libertine Mono O Mono,Linux Libertine Mono O,Mono,OpenType (OTF),等幅（Monospace）,,Light（細）,Linux Libertine Mono O,\setmainfont{Linux Libertine Mono O},,,C:/texlive/2026/texmf-dist/fonts/opentype/public/libertine/LinLibertine_MB.otf
Linux Libertine Mono O Mono,Linux Libertine Mono O,Mono,OpenType (OTF),等幅（Monospace）,,Light（細）,Linux Libertine Mono O,\setmainfont{Linux Libertine Mono O},,,C:/texlive/2026/texmf-dist/fonts/opentype/public/libertine/LinLibertine_MBO.otf
Linux Libertine Mono O Mono,Linux Libertine Mono O,Mono,OpenType (OTF),等幅（Monospace）,,Light（細）,Linux Libertine Mono O,\setmainfont{Linux Libertine Mono O},,,C:/texlive/2026/texmf-dist/fonts/opentype/public/libertine/LinLibertine_M.otf
Logix Mono,Logix Mono,Regular,OpenType (OTF),等幅（Monospace）,,Light（細）,Logix Mono,\setmainfont{Logix Mono},,,C:/texlive/2026/texmf-dist/fonts/opentype/public/logix/logixMono.otf
Logix Mono,Logix Mono,Regular,Web Font (WOFF),等幅（Monospace）,,Light（細）,Logix Mono,\setmainfont{Logix Mono},,,C:/texlive/2026/texmf-dist/fonts/opentype/public/logix/logixMono.woff
Logix Mono,Logix Mono,Regular,TrueType (TTF),等幅（Monospace）,,Light（細）,Logix Mono,\setmainfont{Logix Mono},,,C:/texlive/2026/texmf-dist/fonts/truetype/public/logix/logixMono.ttf
Lucida Console,Lucida Console,Regular,TrueType (TTF),等幅（Monospace）,,Light（細）,Lucida Console,\setmainfont{Lucida Console},,,C:/WINDOWS/fonts/lucon.ttf
Lucida Sans Typewriter Bold,Lucida Sans Typewriter,Bold,TrueType (TTF),等幅（Monospace）,,ExtraBold（超太）,Lucida Sans Typewriter,\setmainfont{Lucida Sans Typewriter},,,C:/WINDOWS/fonts/LTYPEB.TTF
Lucida Sans Typewriter Bold Oblique,Lucida Sans Typewriter,Bold Oblique,TrueType (TTF),等幅（Monospace）,,ExtraBold（超太）,Lucida Sans Typewriter,\setmainfont{Lucida Sans Typewriter},,Oblique,C:/WINDOWS/fonts/LTYPEBO.TTF
Lucida Sans Typewriter Oblique,Lucida Sans Typewriter,Oblique,TrueType (TTF),等幅（Monospace）,,Light（細）,Lucida Sans Typewriter,\setmainfont{Lucida Sans Typewriter},,Oblique,C:/WINDOWS/fonts/LTYPEO.TTF
Lucida Sans Typewriter,Lucida Sans Typewriter,Regular,TrueType (TTF),等幅（Monospace）,,Light（細）,Lucida Sans Typewriter,\setmainfont{Lucida Sans Typewriter},,,C:/WINDOWS/fonts/LTYPE.TTF
Lucida Sans Unicode,Lucida Sans Unicode,Regular,TrueType (TTF),等幅（Monospace）,,Light（細）,Lucida Sans Unicode,\setmainfont{Lucida Sans Unicode},,,C:/WINDOWS/fonts/l_10646.ttf
M PLUS 1 Code Bold,M PLUS 1 Code,Bold,TrueType (TTF),等幅（Monospace）,,Black（極太）,M PLUS 1 Code,\setmainfont{M PLUS 1 Code},,,C:/WINDOWS/fonts/Mplus1Code-Bold.ttf
M PLUS 1 Code ExtraLight,M PLUS 1 Code,ExtraLight,TrueType (TTF),等幅（Monospace）,,Thin（極細）,M PLUS 1 Code,\setmainfont{M PLUS 1 Code},,別名: M PLUS 1 Code ExtraLight,C:/WINDOWS/fonts/Mplus1Code-ExtraLight.ttf
M PLUS 1 Code Light,M PLUS 1 Code,Light,TrueType (TTF),等幅（Monospace）,,ExtraLight（超細）,M PLUS 1 Code,\setmainfont{M PLUS 1 Code},,別名: M PLUS 1 Code Light,C:/WINDOWS/fonts/Mplus1Code-Light.ttf
M PLUS 1 Code Medium,M PLUS 1 Code,Medium,TrueType (TTF),等幅（Monospace）,,Book（ブック）,M PLUS 1 Code,\setmainfont{M PLUS 1 Code},,別名: M PLUS 1 Code Medium,C:/WINDOWS/fonts/Mplus1Code-Medium.ttf
M PLUS 1 Code,M PLUS 1 Code,Regular,TrueType (TTF),等幅（Monospace）,,Light（細）,M PLUS 1 Code,\setmainfont{M PLUS 1 Code},,,C:/WINDOWS/fonts/Mplus1Code-Regular.ttf
M PLUS 1 Code SemiBold,M PLUS 1 Code,SemiBold,TrueType (TTF),等幅（Monospace）,,ExtraBold（超太）,M PLUS 1 Code,\setmainfont{M PLUS 1 Code},,別名: M PLUS 1 Code SemiBold,C:/WINDOWS/fonts/Mplus1Code-SemiBold.ttf
M PLUS 1 Code Thin,M PLUS 1 Code,Thin,TrueType (TTF),等幅（Monospace）,,Thin（極細）,M PLUS 1 Code,\setmainfont{M PLUS 1 Code},,別名: M PLUS 1 Code Thin,C:/WINDOWS/fonts/Mplus1Code-Thin.ttf
M PLUS Code Latin,M PLUS Code Latin,,TrueType (TTF),等幅（Monospace）,,Regular（標準）,M PLUS Code Latin,\setmainfont{M PLUS Code Latin},,,"C:/WINDOWS/fonts/MPLUSCodeLatin[wdth,wght].ttf"
M PLUS Code Latin Bold,M PLUS Code Latin,Bold,TrueType (TTF),等幅（Monospace）,,Black（極太）,M PLUS Code Latin,\setmainfont{M PLUS Code Latin},,,"C:/WINDOWS/fonts/MPLUSCodeLatin[wdth,wght].ttf"
