display_name,family,style,font_type,serif_class,japanese_class,weight,latex_name,latex_cmd,is_japanese,note,file_path
M PLUS Code Latin ExtraLight,M PLUS Code Latin,ExtraLight,TrueType (TTF),等幅（Monospace）,,Thin（極細）,M PLUS Code Latin,\setmainfont{M PLUS Code Latin},,,"C:/WINDOWS/fonts/MPLUSCodeLatin[wdth,wght].ttf"
M PLUS Code Latin Light,M PLUS Code Latin,Light,TrueType (TTF),等幅（Monospace）,,ExtraLight（超細）,M PLUS Code Latin,\setmainfont{M PLUS Code Latin},,,"C:/WINDOWS/fonts/MPLUSCodeLatin[wdth,wght].ttf"
M PLUS Code Latin Medium,M PLUS Code Latin,Medium,TrueType (TTF),等幅（Monospace）,,Book（ブック）,M PLUS Code Latin,\setmainfont{M PLUS Code Latin},,,"C:/WINDOWS/fonts/MPLUSCodeLatin[wdth,wght].ttf"
M PLUS Code Latin,M PLUS Code Latin,Regular,TrueType (TTF),等幅（Monospace）,,Light（細）,M PLUS Code Latin,\setmainfont{M PLUS Code Latin},,,"C:/WINDOWS/fonts/MPLUSCodeLatin[wdth,wght].ttf"
M PLUS Code Latin SemiBold,M PLUS Code Latin,SemiBold,TrueType (TTF),等幅（Monospace）,,ExtraBold（超太）,M PLUS Code Latin,\setmainfont{M PLUS Code Latin},,,"C:/WINDOWS/fonts/MPLUSCodeLatin[wdth,wght].ttf"
M PLUS Code Latin Thin,M PLUS Code Latin,Thin,TrueType (TTF),等幅（Monospace）,,Thin（極細）,M PLUS Code Latin,\setmainfont{M PLUS Code Latin},,,"C:/WINDOWS/fonts/MPLUSCodeLatin[wdth,wght].ttf"
M PLUS Code Latin 50 Bold,M PLUS Code Latin 50,Bold,TrueType (TTF),等幅（Monospace）,,Black（極太）,M PLUS Code Latin 50,\setmainfont{M PLUS Code Latin 50},,,C:/WINDOWS/fonts/MplusCodeLatin50-Bold.ttf
M PLUS Code Latin 50 ExtraLight,M PLUS Code Latin 50,ExtraLight,TrueType (TTF),等幅（Monospace）,,Thin（極細）,M PLUS Code Latin 50,\setmainfont{M PLUS Code Latin 50},,別名: M PLUS Code Latin 50 ExtraLight,C:/WINDOWS/fonts/MplusCodeLatin50-ExtraLight.ttf
M PLUS Code Latin 50 Light,M PLUS Code Latin 50,Light,TrueType (TTF),等幅（Monospace）,,ExtraLight（超細）,M PLUS Code Latin 50,\setmainfont{M PLUS Code Latin 50},,別名: M PLUS Code Latin 50 Light,C:/WINDOWS/fonts/MplusCodeLatin50-Light.ttf
M PLUS Code Latin 50 Medium,M PLUS Code Latin 50,Medium,TrueType (TTF),等幅（Monospace）,,Book（ブック）,M PLUS Code Latin 50,\setmainfont{M PLUS Code Latin 50},,別名: M PLUS Code Latin 50 Medium,C:/WINDOWS/fonts/MplusCodeLatin50-Medium.ttf
M PLUS Code Latin 50,M PLUS Code Latin 50,Regular,TrueType (TTF),等幅（Monospace）,,Light（細）,M PLUS Code Latin 50,\setmainfont{M PLUS Code Latin 50},,,C:/WINDOWS/fonts/MplusCodeLatin50-Regular.ttf
M PLUS Code Latin 50 SemiBold,M PLUS Code Latin 50,SemiBold,TrueType (TTF),等幅（Monospace）,,ExtraBold（超太）,M PLUS Code Latin 50,\setmainfont{M PLUS Code Latin 50},,別名: M PLUS Code Latin 50 SemiBold,C:/WINDOWS/fonts/MplusCodeLatin50-SemiBold.ttf
M PLUS Code Latin 50 Thin,M PLUS Code Latin 50,Thin,TrueType (TTF),等幅（Monospace）,,Thin（極細）,M PLUS Code Latin 50,\setmainfont{M PLUS Code Latin 50},,別名: M PLUS Code Latin 50 Thin,C:/WINDOWS/fonts/MplusCodeLatin50-Thin.ttf
M PLUS Code Latin 60 Bold,M PLUS Code Latin 60,Bold,TrueType (TTF),等幅（Monospace）,,Black（極太）,M PLUS Code Latin 60,\setmainfont{M PLUS Code Latin 60},,,C:/WINDOWS/fonts/MplusCodeLatin60-Bold.ttf
M PLUS Code Latin 60 ExtraLight,M PLUS Code Latin 60,ExtraLight,TrueType (TTF),等幅（Monospace）,,Thin（極細）,M PLUS Code Latin 60,\setmainfont{M PLUS Code Latin 60},,別名: M PLUS Code Latin 60 ExtraLight,C:/WINDOWS/fonts/MplusCodeLatin60-ExtraLight.ttf
M PLUS Code Latin 60 Light,M PLUS Code Latin 60,Light,TrueType (TTF),等幅（Monospace）,,ExtraLight（超細）,M PLUS Code Latin 60,\setmainfont{M PLUS Code Latin 60},,別名: M PLUS Code Latin 60 Light,C:/WINDOWS/fonts/MplusCodeLatin60-Light.ttf
M PLUS Code Latin 60 Medium,M PLUS Code Latin 60,Medium,TrueType (TTF),等幅（Monospace）,,Book（ブック）,M PLUS Code Latin 60,\setmainfont{M PLUS Code Latin 60},,別名: M PLUS Code Latin 60 Medium,C:/WINDOWS/fonts/MplusCodeLatin60-Medium.ttf
M PLUS Code Latin 60,M PLUS Code Latin 60,Regular,TrueType (TTF),等幅（Monospace）,,Light（細）,M PLUS Code Latin 60,\setmainfont{M PLUS Code Latin 60},,,C:/WINDOWS/fonts/MplusCodeLatin60-Regular.ttf
M PLUS Code Latin 60 SemiBold,M PLUS Code Latin 60,SemiBold,TrueType (TTF),等幅（Monospace）,,ExtraBold（超太）,M PLUS Code Latin 60,\setmainfont{M PLUS Code Latin 60},,別名: M PLUS Code Latin 60 SemiBold,C:/WINDOWS/fonts/MplusCodeLatin60-SemiBold.ttf
M PLUS Code Latin 60 Thin,M PLUS Code Latin 60,Thin,TrueType (TTF),等幅（Monospace）,,Thin（極細）,M PLUS Code Latin 60,\setmainfont{M PLUS Code Latin 60},,別名: M PLUS Code Latin 60 Thin,C:/WINDOWS/fonts/MplusCodeLatin60-Thin.ttf
Menaion Unicode,Menaion Unicode,Regular,OpenType (OTF),等幅（Monospace）,,Light（細）,Menaion Unicode,\setmainfont{Menaion Unicode},,,C:/texlive/2026/texmf-dist/fonts/opentype/public/fonts-churchslavonic/MenaionUnicode.otf
MesloLGL Nerd Font Mono Bold,MesloLGL Nerd Font Mono,Bold,TrueType (TTF),等幅（Monospace）,,Black（極太）,MesloLGL Nerd Font Mono,\setmainfont{MesloLGL Nerd Font Mono},,,C:/WINDOWS/fonts/Meslo LG L Bold Nerd Font Complete Mono.ttf
MesloLGL Nerd Font Mono Bold Italic,MesloLGL Nerd Font Mono,Bold Italic,TrueType (TTF),等幅（Monospace）,,Black（極太）,MesloLGL Nerd Font Mono,\setmainfont{MesloLGL Nerd Font Mono},,Italic,C:/WINDOWS/fonts/Meslo LG L Bold Italic Nerd Font Complete Mono.ttf
MesloLGL Nerd Font Mono Italic,MesloLGL Nerd Font Mono,Italic,TrueType (TTF),等幅（Monospace）,,Light（細）,MesloLGL Nerd Font Mono,\setmainfont{MesloLGL Nerd Font Mono},,Italic,C:/WINDOWS/fonts/Meslo LG L Italic Nerd Font Complete Mono.ttf
MesloLGL Nerd Font Mono,MesloLGL Nerd Font Mono,Regular,TrueType (TTF),等幅（Monospace）,,Light（細）,MesloLGL Nerd Font Mono,\setmainfont{MesloLGL Nerd Font Mono},,,C:/WINDOWS/fonts/Meslo LG L Regular Nerd Font Complete Mono.ttf
MesloLGLDZ Nerd Font Mono Bold,MesloLGLDZ Nerd Font Mono,Bold,TrueType (TTF),等幅（Monospace）,,Black（極太）,MesloLGLDZ Nerd Font Mono,\setmainfont{MesloLGLDZ Nerd Font Mono},,,C:/WINDOWS/fonts/Meslo LG L DZ Bold Nerd Font Complete Mono.ttf
MesloLGLDZ Nerd Font Mono Bold Italic,MesloLGLDZ Nerd Font Mono,Bold Italic,TrueType (TTF),等幅（Monospace）,,Black（極太）,MesloLGLDZ Nerd Font Mono,\setmainfont{MesloLGLDZ Nerd Font Mono},,Italic,C:/WINDOWS/fonts/Meslo LG L DZ Bold Italic Nerd Font Complete Mono.ttf
MesloLGLDZ Nerd Font Mono Italic,MesloLGLDZ Nerd Font Mono,Italic,TrueType (TTF),等幅（Monospace）,,Light（細）,MesloLGLDZ Nerd Font Mono,\setmainfont{MesloLGLDZ Nerd Font Mono},,Italic,C:/WINDOWS/fonts/Meslo LG L DZ Italic Nerd Font Complete Mono.ttf
MesloLGLDZ Nerd Font Mono,MesloLGLDZ Nerd Font Mono,Regular,TrueType (TTF),等幅（Monospace）,,Light（細）,MesloLGLDZ Nerd Font Mono,\setmainfont{MesloLGLDZ Nerd Font Mono},,,C:/WINDOWS/fonts/Meslo LG L DZ Regular Nerd Font Complete Mono.ttf
MesloLGM Nerd Font Mono Bold,MesloLGM Nerd Font Mono,Bold,TrueType (TTF),等幅（Monospace）,,Black（極太）,MesloLGM Nerd Font Mono,\setmainfont{MesloLGM Nerd Font Mono},,,C:/WINDOWS/fonts/Meslo LG M Bold Nerd Font Complete Mono.ttf
MesloLGM Nerd Font Mono Bold Italic,MesloLGM Nerd Font Mono,Bold Italic,TrueType (TTF),等幅（Monospace）,,Black（極太）,MesloLGM Nerd Font Mono,\setmainfont{MesloLGM Nerd Font Mono},,Italic,C:/WINDOWS/fonts/Meslo LG M Bold Italic Nerd Font Complete Mono.ttf
MesloLGM Nerd Font Mono Italic,MesloLGM Nerd Font Mono,Italic,TrueType (TTF),等幅（Monospace）,,Light（細）,MesloLGM Nerd Font Mono,\setmainfont{MesloLGM Nerd Font Mono},,Italic,C:/WINDOWS/fonts/Meslo LG M Italic Nerd Font Complete Mono.ttf
MesloLGM Nerd Font Mono,MesloLGM Nerd Font Mono,Regular,TrueType (TTF),等幅（Monospace）,,Light（細）,MesloLGM Nerd Font Mono,\setmainfont{MesloLGM Nerd Font Mono},,,C:/WINDOWS/fonts/Meslo LG M Regular Nerd Font Complete Mono.ttf
MesloLGMDZ Nerd Font Mono Bold,MesloLGMDZ Nerd Font Mono,Bold,TrueType (TTF),等幅（Monospace）,,Black（極太）,MesloLGMDZ Nerd Font Mono,\setmainfont{MesloLGMDZ Nerd Font Mono},,,C:/WINDOWS/fonts/Meslo LG M DZ Bold Nerd Font Complete Mono.ttf
MesloLGMDZ Nerd Font Mono Bold Italic,MesloLGMDZ Nerd Font Mono,Bold Italic,TrueType (TTF),等幅（Monospace）,,Black（極太）,MesloLGMDZ Nerd Font Mono,\setmainfont{MesloLGMDZ Nerd Font Mono},,Italic,C:/WINDOWS/fonts/Meslo LG M DZ Bold Italic Nerd Font Complete Mono.ttf
MesloLGMDZ Nerd Font Mono Italic,MesloLGMDZ Nerd Font Mono,Italic,TrueType (TTF),等幅（Monospace）,,Light（細）,MesloLGMDZ Nerd Font Mono,\setmainfont{MesloLGMDZ Nerd Font Mono},,Italic,C:/WINDOWS/fonts/Meslo LG M DZ Italic Nerd Font Complete Mono.ttf
MesloLGMDZ Nerd Font Mono,MesloLGMDZ Nerd Font Mono,Regular,TrueType (TTF),等幅（Monospace）,,Light（細）,MesloLGMDZ Nerd Font Mono,\setmainfont{MesloLGMDZ Nerd Font Mono},,,C:/WINDOWS/fonts/Meslo LG M DZ Regular Nerd Font Complete Mono.ttf
MesloLGS Nerd Font Mono Bold,MesloLGS Nerd Font Mono,Bold,TrueType (TTF),等幅（Monospace）,,Black（極太）,MesloLGS Nerd Font Mono,\setmainfont{MesloLGS Nerd Font Mono},,,C:/WINDOWS/fonts/Meslo LG S Bold Nerd Font Complete Mono.ttf
MesloLGS Nerd Font Mono Bold Italic,MesloLGS Nerd Font Mono,Bold Italic,TrueType (TTF),等幅（Monospace）,,Black（極太）,MesloLGS Nerd Font Mono,\setmainfont{MesloLGS Nerd Font Mono},,Italic,C:/WINDOWS/fonts/Meslo LG S Bold Italic Nerd Font Complete Mono.ttf
MesloLGS Nerd Font Mono Italic,MesloLGS Nerd Font Mono,Italic,TrueType (TTF),等幅（Monospace）,,Light（細）,MesloLGS Nerd Font Mono,\setmainfont{MesloLGS Nerd Font Mono},,Italic,C:/WINDOWS/fonts/Meslo LG S Italic Nerd Font Complete Mono.ttf
MesloLGS Nerd Font Mono,MesloLGS Nerd Font Mono,Regular,TrueType (TTF),等幅（Monospace）,,Light（細）,MesloLGS Nerd Font Mono,\setmainfont{MesloLGS Nerd Font Mono},,,C:/WINDOWS/fonts/Meslo LG S Regular Nerd Font Complete Mono.ttf
MesloLGSDZ Nerd Font Mono Bold,MesloLGSDZ Nerd Font Mono,Bold,TrueType (TTF),等幅（Monospace）,,Black（極太）,MesloLGSDZ Nerd Font Mono,\setmainfont{MesloLGSDZ Nerd Font Mono},,,C:/WINDOWS/fonts/Meslo LG S DZ Bold Nerd Font Complete Mono.ttf
MesloLGSDZ Nerd Font Mono Bold Italic,MesloLGSDZ Nerd Font Mono,Bold Italic,TrueType (TTF),等幅（Monospace）,,Black（極太）,MesloLGSDZ Nerd Font Mono,\setmainfont{MesloLGSDZ Nerd Font Mono},,Italic,C:/WINDOWS/fonts/Meslo LG S DZ Bold Italic Nerd Font Complete Mono.ttf
MesloLGSDZ Nerd Font Mono Italic,MesloLGSDZ Nerd Font Mono,Italic,TrueType (TTF),等幅（Monospace）,,Light（細）,MesloLGSDZ Nerd Font Mono,\setmainfont{MesloLGSDZ Nerd Font Mono},,Italic,C:/WINDOWS/fonts/Meslo LG S DZ Italic Nerd Font Complete Mono.ttf
MesloLGSDZ Nerd Font Mono,MesloLGSDZ Nerd Font Mono,Regular,TrueType (TTF),等幅（Monospace）,,Light（細）,MesloLGSDZ Nerd Font Mono,\setmainfont{MesloLGSDZ Nerd Font Mono},,,C:/WINDOWS/fonts/Meslo LG S DZ Regular Nerd Font Complete Mono.ttf
Mezenets Unicode,Mezenets Unicode,Regular,OpenType (OTF),等幅（Monospace）,,Light（細）,Mezenets Unicode,\setmainfont{Mezenets Unicode},,,C:/texlive/2026/texmf-dist/fonts/opentype/public/fonts-churchslavonic/MezenetsUnicode.otf
Miriam Mono CLM Bold,Miriam Mono CLM,Bold,TrueType (TTF),等幅（Monospace）,,Black（極太）,Miriam Mono CLM,\setmainfont{Miriam Mono CLM},,,C:/texlive/2026/texmf-dist/fonts/truetype/public/culmus/MiriamMonoCLM-Bold.ttf
Miriam Mono CLM BoldOblique,Miriam Mono CLM,BoldOblique,TrueType (TTF),等幅（Monospace）,,Black（極太）,Miriam Mono CLM,\setmainfont{Miriam Mono CLM},,Oblique,C:/texlive/2026/texmf-dist/fonts/truetype/public/culmus/MiriamMonoCLM-BoldOblique.ttf
Miriam Mono CLM Book,Miriam Mono CLM,Book,TrueType (TTF),等幅（Monospace）,,Light（細）,Miriam Mono CLM,\setmainfont{Miriam Mono CLM},,,C:/texlive/2026/texmf-dist/fonts/truetype/public/culmus/MiriamMonoCLM-Book.ttf
Miriam Mono CLM BookOblique,Miriam Mono CLM,BookOblique,TrueType (TTF),等幅（Monospace）,,Light（細）,Miriam Mono CLM,\setmainfont{Miriam Mono CLM},,Oblique,C:/texlive/2026/texmf-dist/fonts/truetype/public/culmus/MiriamMonoCLM-BookOblique.ttf
Monomakh Unicode,Monomakh Unicode,Regular,OpenType (OTF),等幅（Monospace）,,Light（細）,Monomakh Unicode,\setmainfont{Monomakh Unicode},,,C:/texlive/2026/texmf-dist/fonts/opentype/public/fonts-churchslavonic/MonomakhUnicode.otf
Monospac821 BT Bold,Monospac821 BT,Bold,TrueType (TTF),等幅（Monospace）,,Black（極太）,Monospac821 BT,\setmainfont{Monospac821 BT},,,C:/WINDOWS/fonts/monosb.ttf
Monospac821 BT Bold Italic,Monospac821 BT,Bold Italic,TrueType (TTF),等幅（Monospace）,,Black（極太）,Monospac821 BT,\setmainfont{Monospac821 BT},,Italic,C:/WINDOWS/fonts/monosbi.ttf
Monospac821 BT Italic,Monospac821 BT,Italic,TrueType (TTF),等幅（Monospace）,,Light（細）,Monospac821 BT,\setmainfont{Monospac821 BT},,Italic,C:/WINDOWS/fonts/monosi.ttf
Monospac821 BT,Monospac821 BT,Roman,TrueType (TTF),等幅（Monospace）,,Light（細）,Monospac821 BT,\setmainfont{Monospac821 BT},,,C:/WINDOWS/fonts/monos.ttf
Monotxt,Monotxt,Regular,TrueType (TTF),等幅（Monospace）,,Light（細）,Monotxt,\setmainfont{Monotxt},,,C:/WINDOWS/fonts/monotxt_.ttf
Monotype Corsiva,Monotype Corsiva,Regular,TrueType (TTF),等幅（Monospace）,,Light（細）,Monotype Corsiva,\setmainfont{Monotype Corsiva},,Italic,C:/WINDOWS/fonts/MTCORSVA.TTF
Mplus Code 50 Bold,Mplus Code 50,Bold,OpenType (OTF),等幅（Monospace）,,Black（極太）,Mplus Code 50,\setmainfont{Mplus Code 50},,,C:/WINDOWS/fonts/MplusCode50-Bold.otf
Mplus Code 50 ExtraLight,Mplus Code 50,ExtraLight,OpenType (OTF),等幅（Monospace）,,Thin（極細）,Mplus Code 50,\setmainfont{Mplus Code 50},,別名: Mplus Code 50 ExtraLight,C:/WINDOWS/fonts/MplusCode50-ExtraLight.otf
Mplus Code 50 Light,Mplus Code 50,Light,OpenType (OTF),等幅（Monospace）,,ExtraLight（超細）,Mplus Code 50,\setmainfont{Mplus Code 50},,別名: Mplus Code 50 Light,C:/WINDOWS/fonts/MplusCode50-Light.otf
Mplus Code 50 Medium,Mplus Code 50,Medium,OpenType (OTF),等幅（Monospace）,,Book（ブック）,Mplus Code 50,\setmainfont{Mplus Code 50},,別名: Mplus Code 50 Medium,C:/WINDOWS/fonts/MplusCode50-Medium.otf
Mplus Code 50,Mplus Code 50,Regular,OpenType (OTF),等幅（Monospace）,,Light（細）,Mplus Code 50,\setmainfont{Mplus Code 50},,,C:/WINDOWS/fonts/MplusCode50-Regular.otf
Mplus Code 50 SemiBold,Mplus Code 50,SemiBold,OpenType (OTF),等幅（Monospace）,,ExtraBold（超太）,Mplus Code 50,\setmainfont{Mplus Code 50},,別名: Mplus Code 50 SemiBold,C:/WINDOWS/fonts/MplusCode50-SemiBold.otf
Mplus Code 50 Thin,Mplus Code 50,Thin,OpenType (OTF),等幅（Monospace）,,Thin（極細）,Mplus Code 50,\setmainfont{Mplus Code 50},,別名: Mplus Code 50 Thin,C:/WINDOWS/fonts/MplusCode50-Thin.otf
Mplus Code 60 Bold,Mplus Code 60,Bold,OpenType (OTF),等幅（Monospace）,,Black（極太）,Mplus Code 60,\setmainfont{Mplus Code 60},,,C:/WINDOWS/fonts/MplusCode60-Bold.otf
Mplus Code 60 ExtraLight,Mplus Code 60,ExtraLight,OpenType (OTF),等幅（Monospace）,,Thin（極細）,Mplus Code 60,\setmainfont{Mplus Code 60},,別名: Mplus Code 60 ExtraLight,C:/WINDOWS/fonts/MplusCode60-ExtraLight.otf
Mplus Code 60 Light,Mplus Code 60,Light,OpenType (OTF),等幅（Monospace）,,ExtraLight（超細）,Mplus Code 60,\setmainfont{Mplus Code 60},,別名: Mplus Code 60 Light,C:/WINDOWS/fonts/MplusCode60-Light.otf
Mplus Code 60 Medium,Mplus Code 60,Medium,OpenType (OTF),等幅（Monospace）,,Book（ブック）,Mplus Code 60,\setmainfont{Mplus Code 60},,別名: Mplus Code 60 Medium,C:/WINDOWS/fonts/MplusCode60-Medium.otf
Mplus Code 60,Mplus Code 60,Regular,OpenType (OTF),等幅（Monospace）,,Light（細）,Mplus Code 60,\setmainfont{Mplus Code 60},,,C:/WINDOWS/fonts/MplusCode60-Regular.otf
Mplus Code 60 SemiBold,Mplus Code 60,SemiBold,OpenType (OTF),等幅（Monospace）,,ExtraBold（超太）,Mplus Code 60,\setmainfont{Mplus Code 60},,別名: Mplus Code 60 SemiBold,C:/WINDOWS/fonts/MplusCode60-SemiBold.otf
Mplus Code 60 Thin,Mplus Code 60,Thin,OpenType (OTF),等幅（Monospace）,,Thin（極細）,Mplus Code 60,\setmainfont{Mplus Code 60},,別名: Mplus Code 60 Thin,C:/WINDOWS/fonts/MplusCode60-Thin.otf
NewComputerModernMono10 Bold,NewComputerModernMono10,Bold,OpenType (OTF),等幅（Monospace）,,Black（極太）,NewComputerModernMono10,\setmainfont{NewComputerModernMono10},,,C:/texlive/2026/texmf-dist/fonts/opentype/public/newcomputermodern/NewCMMono10-Bold.otf
NewComputerModernMono10 BoldOblique,NewComputerModernMono10,BoldOblique,OpenType (OTF),等幅（Monospace）,,Black（極太）,NewComputerModernMono10,\setmainfont{NewComputerModernMono10},,Oblique,C:/texlive/2026/texmf-dist/fonts/opentype/public/newcomputermodern/NewCMMono10-BoldOblique.otf
NewComputerModernMono10 Book,NewComputerModernMono10,Book,OpenType (OTF),等幅（Monospace）,,Light（細）,NewComputerModernMono10,\setmainfont{NewComputerModernMono10},,,C:/texlive/2026/texmf-dist/fonts/opentype/public/newcomputermodern/NewCMMono10-Book.otf
NewComputerModernMono10 BookItalic,NewComputerModernMono10,BookItalic,OpenType (OTF),等幅（Monospace）,,Light（細）,NewComputerModernMono10,\setmainfont{NewComputerModernMono10},,Italic,C:/texlive/2026/texmf-dist/fonts/opentype/public/newcomputermodern/NewCMMono10-BookItalic.otf
NewComputerModernMono10 Italic,NewComputerModernMono10,Italic,OpenType (OTF),等幅（Monospace）,,Light（細）,NewComputerModernMono10,\setmainfont{NewComputerModernMono10},,Italic,C:/texlive/2026/texmf-dist/fonts/opentype/public/newcomputermodern/NewCMMono10-Italic.otf
NewComputerModernMono10,NewComputerModernMono10,Regular,OpenType (OTF),等幅（Monospace）,,Light（細）,NewComputerModernMono10,\setmainfont{NewComputerModernMono10},,,C:/texlive/2026/texmf-dist/fonts/opentype/public/newcomputermodern/NewCMMono10-Regular.otf
Nimbus Mono Bold,Nimbus Mono,Bold,OpenType (OTF),等幅（Monospace）,,Black（極太）,Nimbus Mono,\setmainfont{Nimbus Mono},,別名: zco,C:/texlive/2026/texmf-dist/fonts/opentype/public/nimbus15/zco-Bold.otf
Nimbus Mono Bold Oblique,Nimbus Mono,Bold Oblique,OpenType (OTF),等幅（Monospace）,,Black（極太）,Nimbus Mono,\setmainfont{Nimbus Mono},,Oblique / 別名: zco,C:/texlive/2026/texmf-dist/fonts/opentype/public/nimbus15/zco-BoldOblique.otf
Nimbus Mono,Nimbus Mono,Regular,OpenType (OTF),等幅（Monospace）,,Light（細）,Nimbus Mono,\setmainfont{Nimbus Mono},,別名: zco,C:/texlive/2026/texmf-dist/fonts/opentype/public/nimbus15/zco-Light.otf
Nimbus Mono,Nimbus Mono,Regular,OpenType (OTF),等幅（Monospace）,,Light（細）,Nimbus Mono,\setmainfont{Nimbus Mono},,Oblique / 別名: zcoN,C:/texlive/2026/texmf-dist/fonts/opentype/public/nimbus15/zcoN-Oblique.otf
Nimbus Mono,Nimbus Mono,Regular,OpenType (OTF),等幅（Monospace）,,Light（細）,Nimbus Mono,\setmainfont{Nimbus Mono},,別名: zco,C:/texlive/2026/texmf-dist/fonts/opentype/public/nimbus15/zco-Regular.otf
Nimbus Mono,Nimbus Mono,Regular,OpenType (OTF),等幅（Monospace）,,Light（細）,Nimbus Mono,\setmainfont{Nimbus Mono},,別名: zcoN,C:/texlive/2026/texmf-dist/fonts/opentype/public/nimbus15/zcoN-Regular.otf
Nimbus Mono Regular Oblique,Nimbus Mono,Regular Oblique,OpenType (OTF),等幅（Monospace）,,Light（細）,Nimbus Mono,\setmainfont{Nimbus Mono},,Oblique / 別名: zco,C:/texlive/2026/texmf-dist/fonts/opentype/public/nimbus15/zco-Oblique.otf
Nimbus Mono Regular Oblique,Nimbus Mono,Regular Oblique,OpenType (OTF),等幅（Monospace）,,Light（細）,Nimbus Mono,\setmainfont{Nimbus Mono},,Oblique / 別名: zco,C:/texlive/2026/texmf-dist/fonts/opentype/public/nimbus15/zco-LightOblique.otf
Noto Sans Mono Black,Noto Sans Mono,Black,TrueType (TTF),等幅（Monospace）,,Black（極太）,Noto Sans Mono,\setmainfont{Noto Sans Mono},,別名: Noto Sans Mono Black,C:/texlive/2026/texmf-dist/fonts/truetype/google/noto/NotoSansMono-Black.ttf
Noto Sans Mono Bold,Noto Sans Mono,Bold,TrueType (TTF),等幅（Monospace）,,Black（極太）,Noto Sans Mono,\setmainfont{Noto Sans Mono},,,C:/texlive/2026/texmf-dist/fonts/truetype/google/noto/NotoSansMono-Bold.ttf
Noto Sans Mono ExtraBold,Noto Sans Mono,ExtraBold,TrueType (TTF),等幅（Monospace）,,Black（極太）,Noto Sans Mono,\setmainfont{Noto Sans Mono},,別名: Noto Sans Mono ExtraBold,C:/texlive/2026/texmf-dist/fonts/truetype/google/noto/NotoSansMono-ExtraBold.ttf
